Group,Genome,K00002,K00003,K00005,K00007,K00008,K00009,K00010,K00013,K00014,K00015,K00016,K00018,K00019,K00020,K00021,K00023,K00024,K00027,K00029,K00030,K00031,K00032,K00033,K00035,K00057,K00065,K00091,K00097,K00128,K00208,K00228,K00231,K00287,K00311,K00320,K00341,K00383,K00392,K00411,K00413,K00432,K00457,K00459,K00477,K00483,K00537,K00558,K00560,K00568,K00571
sponge,IRC_PAM_SB0664_bin_28,0,1.887,0,0,11.321,0,3.774,1.887,1.887,1.887,0,1.887,0,1.887,0,0,3.774,0,0,0,1.887,0,1.887,0,0,3.774,0,0,0,0,0,1.887,1.887,0,0,3.774,0,1.887,0,0,0,0,0,9.434,0,0,7.547,1.887,1.887,32.075
sponge,COS36387_bin_16,0,2.778,0,0,5.556,0,5.556,2.778,8.333,2.778,0,0,0,0,0,0,2.778,0,2.778,0,2.778,2.778,2.778,0,0,5.556,2.778,2.778,5.556,2.778,0,2.778,0,0,8.333,5.556,0,2.778,0,0,0,0,0,0,0,0,0,0,0,19.444
sponge,IRC3_bin_32,0,7.143,0,0,0,0,0,7.143,0,14.286,0,0,0,0,0,0,7.143,0,7.143,0,7.143,0,0,0,0,0,0,0,14.286,7.143,0,0,7.143,0,0,7.143,0,0,0,0,0,0,0,0,0,0,0,7.143,0,7.143
sponge,IRC1_bin_4,0,0,0,0,10.0,0,0,5.0,5.0,5.0,0,0,0,5.0,0,0,5.0,0,0,5.0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,5.0,0,5.0,5.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,10.0
sponge,IRC_PAM_SB0675_bin_16,0,2.857,0,0,0,0,2.857,2.857,2.857,0,0,0,0,2.857,0,2.857,2.857,5.714,0,0,2.857,0,0,0,2.857,0,2.857,0,5.714,2.857,0,2.857,0,0,34.286,2.857,0,0,0,0,0,0,0,2.857,2.857,0,0,0,0,11.429
sponge,IRC_PAM_SB0664_bin_14,0,4.0,0,0,0,0,4.0,4.0,4.0,0,0,0,0,4.0,0,0,4.0,0,0,0,4.0,0,0,0,4.0,8.0,0,0,4.0,4.0,0,4.0,0,0,8.0,8.0,0,0,0,0,0,0,0,8.0,0,4.0,8.0,0,0,12.0
sponge,IRC3_bin_26,0,2.778,0,0,0,0,2.778,2.778,2.778,0,0,0,0,8.333,0,0,2.778,2.778,0,0,2.778,0,0,0,2.778,0,0,0,2.778,2.778,0,2.778,0,0,41.667,2.778,0,0,0,0,0,0,0,2.778,2.778,2.778,0,0,0,8.333
sponge,GCF_900143535,0,2.632,0,0,0,0,2.632,2.632,2.632,5.263,0,0,2.632,13.158,0,2.632,2.632,0,5.263,0,5.263,0,2.632,0,2.632,0,0,2.632,10.526,5.263,2.632,0,0,2.632,0,2.632,2.632,0,2.632,2.632,2.632,5.263,2.632,0,0,0,0,0,2.632,0
sponge,IRC_PAM_SB0678_bin_6,0,2.5,0,0,5.0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,2.5,0,2.5,0,2.5,2.5,2.5,0,0,2.5,2.5,2.5,5.0,2.5,0,2.5,0,0,5.0,5.0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,42.5
sponge,Pseudovibrio_spAU243,2.632,2.632,0,0,0,0,2.632,2.632,2.632,2.632,2.632,2.632,2.632,5.263,0,2.632,2.632,0,5.263,0,2.632,0,2.632,0,2.632,2.632,0,2.632,7.895,7.895,2.632,0,2.632,2.632,0,2.632,2.632,0,2.632,0,0,2.632,2.632,0,0,2.632,0,5.263,2.632,0
sponge,APA_bin_5,0,3.226,0,0,0,0,0,3.226,3.226,9.677,0,3.226,0,0,0,0,3.226,3.226,0,3.226,0,0,3.226,0,3.226,3.226,0,0,0,3.226,0,0,0,0,0,3.226,0,0,0,0,0,0,0,0,0,0,12.903,6.452,0,32.258
sponge,IRC_PAM_SB0675_bin_5,0,0,0,0,8.333,0,0,4.167,4.167,4.167,0,0,0,4.167,4.167,4.167,4.167,0,0,8.333,4.167,0,0,0,4.167,0,4.167,0,8.333,4.167,4.167,4.167,4.167,0,0,0,4.167,4.167,0,0,0,4.167,0,0,0,0,0,4.167,0,0
sponge,APA_bin_24,0,4.545,0,0,0,0,0,4.545,4.545,0,0,0,0,9.091,0,0,4.545,4.545,0,0,4.545,0,4.545,0,4.545,0,0,0,0,0,0,4.545,0,0,0,13.636,0,4.545,0,0,4.545,0,0,0,0,4.545,9.091,0,0,13.636
sponge,APA_bin_18,0,3.704,0,0,0,0,0,3.704,3.704,0,0,0,0,11.111,0,0,3.704,0,0,0,0,0,0,0,3.704,11.111,0,0,3.704,3.704,0,3.704,0,0,7.407,7.407,0,0,0,0,0,0,0,0,7.407,0,14.815,0,0,11.111
sponge,IRC4_bin_41,0,4.762,0,0,0,0,0,4.762,4.762,0,0,0,0,0,0,0,4.762,0,0,4.762,4.762,0,0,0,4.762,0,0,0,9.524,0,0,0,4.762,4.762,4.762,4.762,4.762,0,4.762,4.762,4.762,4.762,0,0,0,4.762,0,0,4.762,4.762
sponge,COS3_bin_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.667,0,0,6.667,6.667,0,0,0,6.667,0,0,6.667,20.0,0,0,0,0,6.667,0,6.667,0,0,0,0,0,0,0,0,0,0,20.0,0,0,13.333
seawater,seawater_bettina_36326_bin_7,0,0,0,0,0,0,0,0,6.667,0,0,0,0,0,0,6.667,6.667,0,6.667,0,6.667,0,0,0,6.667,0,0,6.667,13.333,6.667,0,0,6.667,0,0,0,0,0,0,0,6.667,6.667,0,0,0,6.667,0,6.667,0,0
seawater,seawater_22112_bin_2,0,4.348,0,0,0,0,8.696,4.348,4.348,0,0,0,0,8.696,0,0,4.348,4.348,0,0,4.348,0,4.348,0,0,0,0,0,13.043,4.348,0,4.348,0,0,4.348,8.696,0,0,0,0,4.348,0,0,4.348,0,4.348,0,0,0,4.348
sponge,RHO2_bin_24,0,3.704,0,0,0,3.704,3.704,3.704,3.704,11.111,0,0,3.704,7.407,0,0,3.704,3.704,0,0,3.704,0,3.704,0,3.704,0,0,0,0,3.704,0,0,0,0,7.407,7.407,0,0,0,0,0,0,0,0,0,3.704,7.407,3.704,0,7.407
sponge,IRC_PAM_SB0661_bin_39,0,5.0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,0,0,5.0,5.0,0,5.0,0,0,5.0,0,5.0,0,0,0,0,5.0,0,0,0,0,5.0,10.0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,35.0
sponge,RHO2_bin_30,0,0,0,0,10.0,0,0,3.333,3.333,6.667,3.333,3.333,0,3.333,0,0,3.333,0,0,0,3.333,0,3.333,0,0,10.0,0,0,3.333,0,0,3.333,0,0,0,3.333,0,0,0,0,0,0,0,16.667,0,0,3.333,0,0,16.667
sponge,RHO2_bin_18,0,0,2.703,0,8.108,0,13.514,2.703,2.703,13.514,0,0,0,2.703,2.703,0,2.703,0,2.703,0,2.703,0,2.703,0,0,0,0,2.703,2.703,2.703,0,0,0,0,2.703,5.405,0,2.703,0,0,0,0,0,13.514,0,0,0,0,0,8.108
sponge,IRC_PAM_SB0661_bin_11,0,2.632,0,0,7.895,0,5.263,2.632,2.632,2.632,0,2.632,0,0,0,0,5.263,0,0,0,2.632,0,0,0,0,5.263,0,0,0,0,0,2.632,2.632,0,0,2.632,0,2.632,0,0,0,2.632,0,21.053,0,2.632,15.789,2.632,0,5.263
sponge,IRC_PAM_SB0661_bin_5,0,5.882,0,0,5.882,0,0,5.882,5.882,0,0,0,0,5.882,0,0,5.882,0,5.882,5.882,5.882,0,0,0,0,0,5.882,0,5.882,0,0,5.882,0,0,0,5.882,0,5.882,0,0,0,0,0,0,0,0,17.647,0,0,0
sponge,CAR1_bin_4,0,2.564,0,0,2.564,0,2.564,2.564,7.692,2.564,0,0,5.128,7.692,0,2.564,5.128,0,5.128,0,2.564,0,0,0,0,0,0,5.128,5.128,5.128,2.564,0,2.564,2.564,0,2.564,2.564,0,2.564,2.564,0,0,5.128,0,0,0,0,2.564,2.564,7.692
sponge,CAR3_bin_10,0,0,0,0,2.778,0,0,2.778,2.778,0,0,0,0,2.778,2.778,0,2.778,0,0,0,2.778,0,2.778,0,2.778,0,2.778,2.778,2.778,2.778,0,2.778,2.778,0,0,2.778,0,0,0,0,0,0,0,0,0,0,22.222,2.778,0,30.556
sponge,STY1_bin_2,0,1.852,0,0,0,0,1.852,1.852,1.852,0,0,0,0,3.704,0,0,1.852,0,1.852,0,1.852,0,0,0,0,0,0,1.852,1.852,1.852,1.852,0,1.852,1.852,0,1.852,1.852,0,1.852,1.852,0,0,0,0,1.852,1.852,0,1.852,1.852,57.407
sponge,COS36405_bin_7,0,8.333,0,0,0,0,0,8.333,8.333,8.333,0,0,0,8.333,0,0,0,0,0,0,8.333,0,8.333,0,8.333,0,0,0,8.333,0,0,8.333,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0
sponge,COS36386_bin_5,0,0,0,0,7.143,0,0,3.571,3.571,7.143,0,0,0,7.143,3.571,0,3.571,0,0,7.143,3.571,0,0,0,3.571,0,3.571,0,7.143,3.571,3.571,3.571,3.571,0,0,0,3.571,3.571,0,0,0,3.571,3.571,0,0,0,7.143,3.571,0,0
sponge,IRC_PAM_SB0662_bin_23,0,0,0,0,0,0,0,11.765,5.882,0,0,0,0,0,5.882,0,5.882,0,5.882,0,0,0,0,0,5.882,0,0,5.882,17.647,0,0,0,0,5.882,0,5.882,0,0,0,0,0,0,5.882,0,0,0,5.882,0,0,11.765
sponge,IRC_PAM_SB0662_bin_37,0,2.5,0,0,5.0,0,2.5,2.5,2.5,5.0,0,5.0,0,2.5,0,0,2.5,0,0,0,2.5,0,2.5,0,0,5.0,5.0,0,2.5,0,2.5,0,2.5,0,0,0,0,2.5,0,0,2.5,0,0,17.5,0,2.5,10.0,2.5,0,10.0
sponge,IRC_PAM_SB0678_bin_15,0,3.333,0,0,0,0,3.333,3.333,3.333,0,0,0,0,6.667,0,0,3.333,0,0,0,3.333,0,0,0,3.333,0,0,3.333,3.333,0,3.333,0,3.333,3.333,3.333,0,3.333,0,3.333,3.333,0,0,0,6.667,3.333,3.333,10.0,3.333,3.333,10.0
seawater,seawater_seasim_SB9156_S5_bin_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,8.333,0,0,0,8.333,0,0,0,8.333,0,8.333,0,16.667,0,0,0,8.333,0,0,8.333,0,0,0,0,0,8.333,0,0,0,8.333,0,0,0,8.333
sponge,RHO1_bin_17,0,3.846,0,0,0,0,3.846,3.846,3.846,0,0,0,0,7.692,0,0,3.846,3.846,0,0,3.846,0,0,0,0,0,0,0,3.846,3.846,0,3.846,0,0,3.846,7.692,0,0,0,0,3.846,0,0,3.846,0,3.846,15.385,0,0,15.385
sponge,IRC_PAM_SB0662_bin_36,0,4.348,0,0,4.348,4.348,0,4.348,8.696,8.696,0,0,0,8.696,0,0,4.348,4.348,0,0,4.348,0,4.348,0,4.348,0,0,0,0,4.348,0,0,0,0,8.696,8.696,0,0,0,0,0,0,0,0,0,0,0,4.348,0,8.696
sponge,IRC_PAM_SB0662_bin_22,0,0,0,0,7.692,0,0,3.846,3.846,3.846,0,0,0,3.846,3.846,0,3.846,0,0,7.692,3.846,0,0,0,3.846,0,3.846,0,7.692,3.846,3.846,3.846,3.846,0,0,0,3.846,3.846,0,0,0,3.846,3.846,0,0,0,3.846,3.846,0,3.846
sponge,COS36386_bin_4,0,2.632,0,0,5.263,0,5.263,2.632,2.632,2.632,0,0,0,2.632,0,0,2.632,0,2.632,0,2.632,2.632,2.632,0,0,5.263,2.632,0,5.263,2.632,0,2.632,0,0,5.263,5.263,0,2.632,0,0,0,0,0,2.632,0,0,5.263,0,0,23.684
sponge,CAR3_bin_11,0,0,0,0,0,0,0,4.167,4.167,0,0,0,0,0,0,0,4.167,0,4.167,0,4.167,0,0,0,0,4.167,0,4.167,8.333,4.167,0,0,4.167,0,0,0,0,0,0,0,4.167,0,0,0,0,0,4.167,4.167,0,41.667
sponge,STY1_bin_3,0,3.846,0,0,0,0,0,3.846,3.846,0,0,0,0,3.846,0,0,3.846,0,0,0,3.846,0,3.846,0,3.846,0,0,0,0,0,0,3.846,0,0,0,11.538,0,3.846,0,0,0,0,0,0,0,3.846,0,0,0,46.154
sponge,CAR1_bin_5,0,0,0,0,0,0,0,3.448,3.448,0,0,0,0,0,0,0,3.448,0,3.448,0,3.448,0,0,0,0,3.448,0,3.448,6.897,3.448,0,0,3.448,0,0,0,0,0,0,0,3.448,0,0,0,0,0,17.241,3.448,0,37.931
sponge,IRC_PAM_SB0670_bin_12,0,6.25,0,0,6.25,0,0,6.25,6.25,0,0,0,0,6.25,0,0,6.25,0,6.25,6.25,6.25,0,0,0,0,0,12.5,0,0,0,0,6.25,0,0,6.25,6.25,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0
sponge,IRC_PAM_SB0661_bin_4,0,4.0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,8.0,0,0,4.0,4.0,0,0,4.0,0,4.0,0,4.0,4.0,0,0,0,4.0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,8.0,4.0,0,16.0
sponge,RHO2_bin_19,0,1.818,0,0,10.909,0,1.818,1.818,1.818,1.818,0,1.818,0,3.636,0,0,3.636,0,0,0,1.818,0,1.818,0,0,3.636,0,0,0,0,0,1.818,1.818,0,0,3.636,0,1.818,0,0,0,0,0,10.909,0,0,7.273,1.818,0,34.545
sponge,RHO2_bin_31,0,3.333,3.333,0,13.333,0,10.0,3.333,3.333,6.667,0,0,0,3.333,0,0,3.333,0,3.333,0,3.333,0,3.333,0,0,0,6.667,0,0,0,0,3.333,0,0,0,6.667,0,3.333,0,0,0,0,3.333,0,0,3.333,6.667,0,0,6.667
seawater,seawater_bettina_36326_bin_6,0,2.857,0,2.857,0,0,2.857,2.857,2.857,2.857,0,2.857,2.857,8.571,0,0,2.857,0,2.857,0,2.857,0,0,0,2.857,2.857,0,2.857,5.714,8.571,2.857,0,2.857,2.857,0,2.857,2.857,0,2.857,2.857,2.857,0,2.857,0,0,2.857,0,2.857,2.857,2.857
sponge,COS3_bin_10,0,5.556,0,0,5.556,0,16.667,5.556,5.556,0,0,0,0,0,0,0,5.556,0,0,5.556,0,0,5.556,0,5.556,11.111,5.556,0,0,0,0,0,0,0,0,5.556,0,0,0,0,5.556,0,0,5.556,0,5.556,0,0,0,0
sponge,IRC_PAM_SB0661_bin_38,0,0,0,0,0,0,4.0,4.0,4.0,12.0,0,8.0,0,0,0,0,4.0,0,0,0,4.0,0,4.0,0,4.0,4.0,4.0,0,4.0,4.0,0,4.0,0,4.0,0,4.0,0,4.0,0,0,0,0,0,4.0,0,0,8.0,0,0,8.0
sponge,RHO2_bin_25,0,6.667,0,0,6.667,0,0,6.667,6.667,6.667,0,0,0,6.667,0,0,6.667,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.667,0,6.667,0,0,0,0,0,0,0,0,0,0,0,33.333
seawater,seawater_22112_bin_3,0,0,0,0,0,0,0,3.448,3.448,0,0,3.448,3.448,3.448,6.897,0,0,3.448,3.448,3.448,3.448,0,3.448,0,3.448,3.448,0,3.448,3.448,0,3.448,0,3.448,3.448,0,0,0,0,3.448,0,6.897,3.448,3.448,0,0,6.897,0,3.448,6.897,0
sponge,IRC4_bin_40,0,5.556,0,0,0,0,0,5.556,0,11.111,0,0,0,0,0,0,5.556,0,11.111,0,5.556,0,0,0,0,0,5.556,0,11.111,5.556,0,0,5.556,5.556,0,5.556,0,0,0,0,0,0,0,0,0,0,5.556,5.556,0,5.556
sponge,APA_bin_19,0,0,0,0,0,0,0,7.692,7.692,15.385,0,0,0,0,0,0,7.692,0,0,0,7.692,0,0,0,0,0,7.692,0,7.692,7.692,0,0,7.692,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,0,7.692
sponge,IRC_PAM_SB0675_bin_4,0,4.545,0,0,0,0,4.545,4.545,4.545,0,0,0,0,9.091,0,0,4.545,4.545,0,4.545,4.545,0,0,0,0,0,0,0,0,4.545,0,4.545,0,0,9.091,9.091,0,0,0,0,0,0,0,0,9.091,4.545,4.545,0,0,9.091
sponge,APA_bin_4,0,3.571,0,0,0,0,0,3.571,3.571,0,0,0,0,14.286,0,0,3.571,3.571,0,3.571,3.571,0,0,0,0,0,0,0,0,3.571,0,3.571,0,0,14.286,7.143,0,0,0,0,0,0,3.571,0,10.714,3.571,10.714,0,0,3.571
sponge,IRC_PAM_SB0678_bin_7,0,2.857,0,0,0,0,0,2.857,2.857,2.857,0,2.857,2.857,5.714,0,5.714,2.857,0,2.857,0,2.857,0,0,0,2.857,0,0,2.857,5.714,2.857,2.857,2.857,2.857,2.857,0,2.857,2.857,0,2.857,2.857,0,0,2.857,2.857,2.857,2.857,2.857,2.857,2.857,5.714
sponge,IRC_PAM_SB0664_bin_15,0,4.348,0,0,4.348,0,0,4.348,4.348,8.696,0,0,0,8.696,0,0,4.348,4.348,0,8.696,0,0,0,0,4.348,8.696,4.348,0,0,0,0,0,0,0,8.696,8.696,0,0,0,0,0,0,0,0,4.348,0,4.348,0,0,4.348
seawater,seawater_bettina_36308_bin_18,0,3.226,0,0,0,0,3.226,3.226,3.226,3.226,0,3.226,3.226,6.452,0,0,3.226,0,3.226,0,3.226,0,0,0,3.226,3.226,0,3.226,6.452,6.452,3.226,0,3.226,3.226,0,6.452,3.226,0,3.226,0,3.226,0,3.226,0,0,3.226,0,3.226,3.226,0
sponge,IRC_PAM_SB0667_bin_3,0,0,0,0,8.333,0,0,4.167,4.167,4.167,0,0,0,4.167,0,0,4.167,0,0,4.167,4.167,0,4.167,0,4.167,0,4.167,4.167,4.167,4.167,0,4.167,4.167,0,0,4.167,0,0,0,0,0,0,0,0,0,0,4.167,4.167,0,16.667
seawater,seawater_22112_bin_17,0,5.0,0,0,0,0,0,5.0,5.0,0,5.0,5.0,0,5.0,0,0,10.0,0,0,0,5.0,0,5.0,0,0,0,0,0,10.0,5.0,0,5.0,0,0,0,10.0,0,5.0,0,0,5.0,5.0,0,0,0,0,0,0,0,5.0
sponge,RHO3_bin_49,0,2.222,0,0,4.444,0,4.444,2.222,2.222,4.444,0,0,0,2.222,0,0,2.222,0,2.222,0,2.222,0,2.222,0,0,2.222,2.222,0,4.444,2.222,0,0,0,0,6.667,4.444,0,2.222,0,0,0,0,0,2.222,0,0,4.444,0,0,37.778
seawater,seawater_seasim_SB9160_S9_bin_11,0,0,0,0,0,0,0,0,6.667,0,0,0,0,0,0,0,6.667,0,6.667,6.667,6.667,0,0,0,6.667,0,0,6.667,13.333,6.667,0,6.667,0,6.667,0,6.667,0,0,0,0,0,0,6.667,0,0,6.667,0,0,0,0
seawater,seawater_22112_bin_29,0,3.448,0,0,0,3.448,3.448,3.448,3.448,3.448,0,0,0,6.897,0,3.448,3.448,0,3.448,0,3.448,0,0,0,3.448,0,0,3.448,17.241,6.897,3.448,0,0,3.448,0,3.448,3.448,0,3.448,3.448,3.448,0,0,0,0,0,0,0,3.448,0
seawater,seawater_22112_bin_15,0,5.0,0,0,0,0,0,10.0,5.0,0,0,0,0,0,0,0,5.0,0,5.0,0,5.0,0,0,0,10.0,0,0,5.0,0,5.0,5.0,0,5.0,5.0,0,10.0,0,0,0,0,10.0,0,0,0,0,0,5.0,5.0,0,0
sponge,IRC3_bin_19,0,0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,0,0,0,4.0,0,4.0,4.0,4.0,0,0,0,4.0,0,0,4.0,12.0,0,0,0,0,4.0,0,4.0,0,0,0,0,0,0,4.0,0,0,0,28.0,0,0,12.0
sponge,IRC_PAM_SB0667_bin_1,0,0,0,0,8.333,0,0,4.167,4.167,4.167,0,0,0,8.333,4.167,0,4.167,0,0,8.333,4.167,0,0,0,4.167,0,4.167,0,8.333,4.167,4.167,4.167,4.167,0,0,0,4.167,4.167,0,0,0,4.167,0,0,0,0,0,4.167,0,0
sponge,IRC_PAM_SB0675_bin_29,0,0,3.571,0,7.143,0,10.714,3.571,3.571,21.429,0,0,0,3.571,0,0,3.571,0,3.571,0,3.571,0,3.571,0,0,0,0,3.571,3.571,0,0,0,0,0,0,7.143,0,3.571,0,0,0,0,0,14.286,0,0,0,0,0,0
sponge,IRC3_bin_25,0,2.5,0,0,2.5,0,5.0,2.5,2.5,0,0,0,0,5.0,0,2.5,2.5,2.5,0,0,2.5,0,0,0,2.5,0,0,0,5.0,2.5,0,5.0,0,0,35.0,5.0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,5.0
sponge,IRC1_bin_7,0,5.0,0,0,0,0,0,5.0,5.0,0,0,0,0,5.0,0,0,5.0,0,0,5.0,5.0,0,0,0,5.0,0,0,0,10.0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,5.0,0,5.0,5.0,0,0,0,5.0,0,0,5.0,0
sponge,COS36387_bin_15,0,0,0,0,14.286,0,0,14.286,0,0,0,0,0,0,0,0,14.286,0,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.286,0,14.286,0,0,0,0,0,0,0,0,0,0,0,14.286
sponge,IRC3_bin_31,0,0,0,0,0,0,0,5.263,5.263,0,0,0,0,0,5.263,0,5.263,0,5.263,5.263,5.263,0,0,0,5.263,0,0,10.526,21.053,0,0,0,0,5.263,0,5.263,0,0,0,0,0,0,5.263,0,0,0,5.263,0,0,5.263
sponge,CAR4_bin_8,0,2.941,0,0,2.941,0,5.882,2.941,2.941,2.941,0,0,2.941,5.882,0,0,5.882,0,2.941,0,2.941,0,2.941,2.941,2.941,0,0,2.941,5.882,5.882,2.941,2.941,0,2.941,0,2.941,2.941,0,2.941,2.941,0,0,2.941,0,0,0,5.882,0,2.941,2.941
sponge,IRC_PAM_SB0678_bin_5,0,3.846,0,0,0,0,3.846,3.846,3.846,0,0,0,0,7.692,0,0,3.846,3.846,0,3.846,3.846,0,0,0,0,0,0,0,0,3.846,0,3.846,0,0,11.538,7.692,0,0,0,0,0,0,0,0,7.692,3.846,7.692,0,0,15.385
sponge,APA_bin_33,0,4.762,0,0,0,0,0,4.762,4.762,14.286,0,0,0,4.762,0,0,4.762,4.762,0,4.762,0,0,4.762,0,4.762,4.762,0,0,0,4.762,0,4.762,0,0,4.762,4.762,0,0,0,0,0,0,0,0,4.762,0,9.524,0,0,4.762
sponge,APA_bin_6,0,5.556,0,0,0,0,0,5.556,0,5.556,0,0,5.556,11.111,0,0,5.556,5.556,0,5.556,0,0,5.556,0,5.556,0,0,0,5.556,5.556,0,5.556,0,0,5.556,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556
sponge,APA_bin_27,0,2.778,0,0,0,0,0,2.778,2.778,5.556,0,0,2.778,13.889,0,2.778,2.778,0,5.556,0,0,0,0,0,2.778,2.778,0,2.778,0,5.556,2.778,0,2.778,2.778,2.778,2.778,2.778,0,2.778,2.778,0,0,0,0,2.778,2.778,2.778,2.778,2.778,8.333
sponge,IRC4_bin_42,0,0,0,0,0,0,0,3.571,3.571,7.143,0,0,0,7.143,0,3.571,3.571,0,3.571,0,3.571,0,0,0,3.571,3.571,3.571,0,3.571,3.571,0,0,0,3.571,0,3.571,3.571,0,3.571,3.571,0,0,3.571,0,3.571,3.571,7.143,0,3.571,7.143
sponge,IRC_PAM_SB0664_bin_9,0,4.545,0,0,0,0,4.545,4.545,4.545,0,0,0,0,9.091,0,0,4.545,4.545,0,4.545,4.545,0,0,0,0,0,0,0,0,4.545,0,4.545,0,0,13.636,9.091,0,0,0,0,0,0,0,0,9.091,4.545,0,0,0,9.091
sponge,RHO2_bin_33,0,3.125,0,0,0,0,0,3.125,3.125,0,0,0,0,6.25,0,0,3.125,0,0,0,3.125,0,0,0,3.125,0,0,0,6.25,0,3.125,0,3.125,3.125,0,0,3.125,0,0,0,0,0,0,9.375,6.25,3.125,21.875,3.125,3.125,9.375
seawater,seawater_22112_bin_1,0,4.348,0,0,0,0,0,4.348,4.348,0,0,0,0,0,0,0,4.348,0,4.348,0,8.696,0,4.348,0,4.348,0,0,4.348,8.696,4.348,4.348,0,4.348,0,0,4.348,0,0,0,0,8.696,4.348,0,0,0,0,8.696,4.348,4.348,0
sponge,RHO2_bin_27,0,3.571,3.571,0,14.286,0,10.714,3.571,0,7.143,0,7.143,0,7.143,0,0,3.571,0,0,0,3.571,0,3.571,0,0,0,3.571,0,0,0,0,3.571,0,0,0,7.143,0,3.571,0,0,3.571,0,0,3.571,0,3.571,0,0,0,3.571
sponge,COS3_bin_12,0,2.632,0,0,0,0,2.632,2.632,2.632,2.632,0,0,0,2.632,0,0,2.632,0,2.632,0,2.632,0,2.632,0,0,0,2.632,0,5.263,2.632,0,0,0,0,13.158,5.263,0,0,0,0,0,0,0,0,0,0,0,0,2.632,42.105
sponge,IRC_PAM_SB0661_bin_6,0,6.25,0,0,6.25,0,6.25,6.25,6.25,0,0,6.25,0,0,0,0,6.25,0,0,0,6.25,0,6.25,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,12.5,0,0,6.25
sponge,CAR1_bin_7,0,2.564,0,0,0,0,0,2.564,2.564,2.564,0,0,2.564,5.128,0,2.564,2.564,0,2.564,0,2.564,0,0,0,2.564,0,0,5.128,5.128,5.128,2.564,0,0,2.564,0,2.564,2.564,0,2.564,2.564,2.564,0,0,0,0,0,15.385,2.564,2.564,15.385
sponge,STY1_bin_1,0,2.222,0,0,0,0,0,2.222,2.222,0,0,2.222,0,4.444,0,0,2.222,0,2.222,0,2.222,0,0,0,2.222,0,0,4.444,2.222,2.222,2.222,0,2.222,2.222,0,0,2.222,0,2.222,2.222,0,0,0,0,2.222,0,4.444,2.222,2.222,44.444
sponge,CAR3_bin_13,0,3.448,0,0,0,0,0,3.448,3.448,0,0,0,0,10.345,0,6.897,3.448,0,3.448,0,3.448,0,3.448,0,3.448,0,0,6.897,3.448,3.448,3.448,3.448,3.448,3.448,0,3.448,6.897,0,3.448,3.448,0,0,0,3.448,0,0,0,3.448,3.448,0
sponge,COS36386_bin_6,0,5.263,0,0,0,0,0,5.263,5.263,0,0,5.263,0,10.526,0,0,5.263,0,0,0,5.263,0,5.263,0,0,0,0,0,10.526,5.263,0,5.263,0,0,0,10.526,0,5.263,0,0,5.263,5.263,0,0,0,0,0,0,0,5.263
sponge,IRC4_bin_8,0,0,2.632,0,7.895,0,10.526,2.632,2.632,15.789,0,0,0,2.632,2.632,0,2.632,0,2.632,0,2.632,0,2.632,0,0,0,0,2.632,2.632,2.632,0,0,0,0,2.632,5.263,0,2.632,0,0,0,0,0,10.526,0,0,0,0,0,13.158
sponge,COS4_bin_49,0,0,0,0,4.545,0,9.091,4.545,0,0,0,4.545,4.545,4.545,0,0,4.545,0,0,0,0,0,4.545,0,0,0,0,0,0,4.545,0,9.091,4.545,4.545,0,4.545,0,4.545,0,0,4.545,0,0,4.545,0,0,0,4.545,0,13.636
sponge,IRC_PAM_SB0662_bin_34,0,0,0,0,5.556,0,5.556,5.556,5.556,11.111,0,5.556,5.556,5.556,0,0,5.556,0,0,5.556,0,0,0,0,5.556,5.556,0,0,0,5.556,0,0,0,0,0,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111
sponge,RHO1_bin_29,0,3.333,0,0,0,0,0,3.333,3.333,3.333,0,3.333,3.333,6.667,0,3.333,3.333,0,3.333,0,3.333,0,0,0,3.333,0,0,3.333,6.667,6.667,3.333,0,0,3.333,0,3.333,3.333,0,3.333,3.333,0,3.333,0,0,10.0,0,3.333,0,3.333,0
